season,episode,dialouge
1,2,"""all the things that make us
"
,,
1,2,"""laugh 'n' cry
"
,,
1,2,"""He's a family guy""
"
,,
1,2,"Come on, Stewie.
"
,,
1,2,"You can't leave the table
"
,,
1,2,"until you finish your vegetables.
"
,,
1,2,"Then I shall sit here until one of us expires.
"
,,
1,2,"You've got a good 40 years on me, woman!
"
,,
1,2,"Sweetie, it's broccoli. It's good for you.
"
,,
1,2,"Now open up for the airplane.
"
,,
1,2,"Never! Damn the broccoli! Damn you!
"
,,
1,2,"And damn the Wright Brothers!
"
,,
1,2,"My, aren't we fussy tonight.
"
,,
1,2,"Okay. No broccoli.
"
,,
1,2,"Very well then. L...
"
,,
1,2,"Who the hell do you think you are?
"
,,
1,2,"Honey, it's not gonna go away
"
,,
1,2,"just because you don't like it.
"
,,
1,2,"Well, then. My goal becomes clear.
"
,,
1,2,"The broccoli must die.
"
,,
1,2,"Mom, will you take me out
"
,,
1,2,"to practice driving?
"
,,
1,2,"I'm teaching a piano lesson in half an hour.
"
,,
1,2,"Maybe your father can take you.
"
,,
1,2,"Sorry, Meg. Daddy loves you.
"
,,
1,2,"But Daddy also loves Star Trek.
"
,,
1,2,"And, in all fairness,
"
,,
1,2,"Star Trek was here first.
"
,,
1,2,"Captain's log, Stardate 8169.7.
"
,,
1,2,"The Enterprise has just discovered
"
,,
1,2,"a strange new planet...
"
,,
1,2,"...in the Gamma Faloppia star system.
"
,,
1,2,"Mr. Sulu, ahead Warp 9.
"
,,
1,2,"For God's sake, Peter.
"
,,
1,2,"You've been in front of the TV
"
,,
1,2,"since you got home from work.
"
,,
1,2,"Why don't you spend some time
"
,,
1,2,"with your family?
"
,,
1,2,"I will, during the commercials.
"
,,
1,2,"And if that's wrong, maybe I'm missing
"
,,
1,2,"the point of having commercials.
"
,,
1,2,"Please. My road test is tomorrow
"
,,
1,2,"and you haven't taught me anything.
"
,,
1,2,"You may want to find
"
,,
1,2,"a better teacher than Peter.
"
,,
1,2,"What are you talking about?
"
,,
1,2,"I'm a great driver.
"
,,
1,2,"Remember your trip to the Southwest?
"
,,
1,2," Jeez. Did I just hit that ostrich?
"
,,
1,2," No.
"
,,
1,2," Are you sure?
"
,,
1,2," He's fine. Keep going.
"
,,
1,2,"Don't believe that.
"
,,
1,2,"I always keep my eyes on the road.
"
,,
1,2,"I don't miss a thing.
"
,,
1,2,"We now return to Star Trek.
"
,,
1,2,"Holy crap. Uhura's black?
"
,,
1,2,"All right, Meg.
"
,,
1,2,"Now here's your first lesson.
"
,,
1,2,"You always want to be aware
"
,,
1,2,"of other cars on the road.
"
,,
1,2,"If you catch eyes with the guy next to you
"
,,
1,2,"at a red light, you gotta race him.
"
,,
1,2," This guy's asking for it.
"
,,
1,2," But Dad...
"
,,
1,2,"I don't make the rules, honey.
"
,,
1,2,"Now rev your engine twice.
"
,,
1,2,"Okay.
"
,,
1,2,"Go!
"
,,
1,2,"You forgot to flip him off.
"
,,
1,2,"But other than that, nice job.
"
,,
1,2,"You're back already?
"
,,
1,2,"That wasn't much of a lesson.
"
,,
1,2,"I didn't want to overload her
"
,,
1,2,"on her first time out.
"
,,
1,2,"Besides CHiPs is about to start.
"
,,
1,2,"So let's sit back and get lost in a world
"
,,
1,2,"of California Highway Patrol fantasy!
"
,,
1,2," What's the charge, Officer?
"
,,
1,2," Driving without my phone number.
"
,,
1,2,"Or maybe I should arrest you
"
,,
1,2,"for being too beautiful.
"
,,
1,2,"So, broccoli, Mother says
"
,,
1,2,"you're very good for me.
"
,,
1,2,"I'm afraid I'm no good for you!
"
,,
1,2,"The first rule of war is know thine enemy.
"
,,
1,2,"And I know this! Cold kills broccoli!
"
,,
1,2,"It's so simple.
"
,,
1,2,"All I need to do is build a machine
"
,,
1,2,"to control the global environment.
"
,,
1,2,"Forecast for tomorrow, a few sprinkles
"
,,
1,2,"of genius with a chance of doom!
"
,,
1,2,"This is taking forever!
"
,,
1,2,"Come on. Let's go. Fox is running
"
,,
1,2,"one of those new reality shows at 8:00.
"
,,
1,2,"Fast Animals, Slow Children.
"
,,
1,2,"Come on, guys. Wait up.
"
,,
1,2,"Dang. I got honey all over my legs.
"
,,
1,2,"Dad, we can't leave now. My entire life
"
,,
1,2,"depends on getting my license.
"
,,
1,2,"If I can't drive, I'll never have a boyfriend,
"
,,
1,2,"never get married...
"
,,
1,2,"...and then I'll have to adopt a kid
"
,,
1,2,"like Rosie O'Donnell.
"
,,
1,2,"Are you implying
"
,,
1,2,"that Rosie O'Donnell can't drive?
"
,,
1,2,"I'm so nervous.
"
,,
1,2,"You're gonna do great.
"
,,
1,2,"Remember everything I taught you.
"
,,
1,2," Let's start by going down Main Street.
"
,,
1,2," Okay.
"
,,
1,2," What are you doing?
"
,,
1,2," I'm driving.
"
,,
1,2,"Are you gonna mark me down
"
,,
1,2,"for not flipping him off?
"
,,
1,2,"God, my life is over.
"
,,
1,2,"I am the biggest loser I know!
"
,,
1,2,"I know how you feel, pumpkin.
"
,,
1,2,"I've had my share of disappointments, too.
"
,,
1,2,"It's a girl!
"
,,
1,2,"Can you check again?
"
,,
1,2,"You just have to remember that life
"
,,
1,2,"has its little ups and... Jeez!
"
,,
1,2,"We're gonna miss the beginning
"
,,
1,2,"of my show. There it is.
"
,,
1,2,"Dad, watch out!
"
,,
1,2,"Meg, honey, are you okay?
"
,,
1,2,"Yeah, I think so.
"
,,
1,2,"The Quahog
"
,,
1,2,"Cable Television Transmitter.
"
,,
1,2,"You just knocked out cable TV
"
,,
1,2,"for the whole town!
"
,,
1,2,"Boy! Look. There's Bigfoot!
"
,,
1,2,"Whoa. This isn't about me.
"
,,
1,2,"This is about you.
"
,,
1,2,"At least I bought us some time.
"
,,
1,2," She did it.
"
,,
1,2," What? Dad, you were the one driving!
"
,,
1,2,"I was teaching her to drive
"
,,
1,2,"and she lost control of the car.
"
,,
1,2,"Come on, we all did stupid stuff
"
,,
1,2,"when we were kids, right?
"
,,
1,2,"I remember when I tried
"
,,
1,2,"to sneak into an R-rated movie.
"
,,
1,2," Come on. Give the kid a break, huh?
"
,,
1,2," Why should we?
"
,,
1,2,"She got her arm shot off in Vietnam.
"
,,
1,2,"Poor kid.
"
,,
1,2,"What a senseless war.
"
,,
1,2,"I can't believe you just sold out
"
,,
1,2,"your own daughter.
"
,,
1,2,"I know what I did was wrong. And I know
"
,,
1,2,"it's not the first time I've embarrassed you.
"
,,
1,2,"And if you add the measure
"
,,
1,2,"of the angles of a right triangle, the sum...
"
,,
1,2,"Meg, clean out the shower
"
,,
1,2,"the next time you shave your legs.
"
,,
1,2,"It's like a carpet in there.
"
,,
1,2,"I hate to see you so upset.
"
,,
1,2,"I know. Let's play a little game
"
,,
1,2,"called Taking the Fall for Daddy.
"
,,
1,2,"If you win, I'll buy you a convertible
"
,,
1,2,"when you get your license.
"
,,
1,2,"Really? Daddy! Now I love you again!
"
,,
1,2,"You're gonna make
"
,,
1,2,"some Jewish guy a great wife.
"
,,
1,2,"Because of an accident
"
,,
1,2,"at the Quahog Cable Company...
"
,,
1,2,"...television transmission will be out
"
,,
1,2,"for an undetermined amount of time.
"
,,
1,2,"Of course, no one can see
"
,,
1,2,"this news program...
"
,,
1,2,"...so it doesn't really matter what we say.
"
,,
1,2,"I'm the Lord Jesus Christ.
"
,,
1,2,"Think I'll go get drunk and beat up midgets.
"
,,
1,2,"How about you?
"
,,
1,2,"Tom, I just plain don't like black people.
"
,,
1,2,"You guys, we're still on in Boston.
"
,,
1,2,"Excellent.
"
,,
1,2,"The weather machine is nearly completed.
"
,,
1,2,"What do you say to that, broccoli?
"
,,
1,2,"Stop mocking me! What's this?
"
,,
1,2,"It appears the witless provider
"
,,
1,2,"has finally brought me something of value.
"
,,
1,2,"I can use that crude device
"
,,
1,2,"to amplify my deadly signal.
"
,,
1,2,"Victory shall yet be mine.
"
,,
1,2,"Guess what, Mom?
"
,,
1,2,"Dad crashed the car
"
,,
1,2,"into the city cable transmitter.
"
,,
1,2," What?
"
,,
1,2," It's okay.
"
,,
1,2,"If I take the blame, he'll buy me
"
,,
1,2,"a convertible when I get my license.
"
,,
1,2,"Meg, it's not exactly taking the blame
"
,,
1,2,"if you go around telling everyone.
"
,,
1,2,"Peter, you're bribing your daughter
"
,,
1,2,"with a car?
"
,,
1,2,"Come on, Lois.
"
,,
1,2,"Isn't ""bribe"" just another word for ""love""?
"
,,
1,2,"You wanted me and Meg to bond.
"
,,
1,2,"That's what we're doing.
"
,,
1,2,"Dad, I was in a chat room
"
,,
1,2,"on America Online...
"
,,
1,2,"...and Doomie 22 told me
"
,,
1,2,"some idiot knocked out the cable.
"
,,
1,2,"We could be without TV for weeks!
"
,,
1,2,"Now, Chris, now let's not panic.
"
,,
1,2,"We can manage just fine without TV.
"
,,
1,2," What's that supposed to mean?
"
,,
1,2," Face it, you're addicted to television.
"
,,
1,2,"You're not exactly Mr. Cold Turkey.
"
,,
1,2,"Remember when you gave up candy?
"
,,
1,2,"I'll ask you one more time.
"
,,
1,2,"You didn't eat anything in my factory?
"
,,
1,2,"No.
"
,,
1,2," I'm just asking...
"
,,
1,2," Are you calling me a liar?
"
,,
1,2," I'm just saying...
"
,,
1,2," Shut up, Wonka.
"
,,
1,2,"Yeah. That was different. I'll be fine.
"
,,
1,2," Are you sure, honey?
"
,,
1,2," For God's sake, you guys.
"
,,
1,2,"You think I'm some simp who can't live
"
,,
1,2,"without TV? Give me a break.
"
,,
1,2," What's happening now?
"
,,
1,2," Sipowicz is finding who stabbed the super.
"
,,
1,2,"Are you gonna tell me,
"
,,
1,2,"or am I gonna have to show you my ass?
"
,,
1,2,"I ain't saying nothing!
"
,,
1,2,"All right, it was Jimmy the Hat!
"
,,
1,2,"Forget it, Mike.
"
,,
1,2,"Without actually seeing his ass,
"
,,
1,2,"this is just radio.
"
,,
1,2,"Class, we were scheduled to watch
"
,,
1,2,"a PBS program on the mating rituals...
"
,,
1,2,"...of the nude large-breasted Weewok tribe
"
,,
1,2,"of New Guinea.
"
,,
1,2,"Unfortunately, Megan Griffin ruined TV.
"
,,
1,2,"So instead, we're having a surprise test.
"
,,
1,2,"Suddenly I was
"
,,
1,2,"public enemy number one.
"
,,
1,2,"It was time to tell the truth.
"
,,
1,2,"Wait! I didn't drive into the satellite dish!
"
,,
1,2,"And who did?
"
,,
1,2,"I was just a 15-year-old girl.
"
,,
1,2,"But at that moment, I realized I had
"
,,
1,2,"a whole lifetime to make new friends.
"
,,
1,2,"But only one chance to get a new car.
"
,,
1,2,"And I had to take it.
"
,,
1,2,"Okay, I did it.
"
,,
1,2,"I don't know how much longer
"
,,
1,2,"I can last.
"
,,
1,2,"It's been a whole week
"
,,
1,2,"since I seen a TV show.
"
,,
1,2,"I wonder what Scooby and the gang
"
,,
1,2,"are up to now.
"
,,
1,2,"We now return to
"
,,
1,2,"The Scooby Doo Murder Files.
"
,,
1,2,"Gee whiz, gang.
"
,,
1,2,"The killer gutted the victim,
"
,,
1,2,"strangled him with his own intestines...
"
,,
1,2,"...and then dumped the body in the river!
"
,,
1,2," Jinkies! What a mystery!
"
,,
1,2,"You're right, Scoob.
"
,,
1,2,"We're dealing with one sick son of a bitch.
"
,,
1,2,"You just need to find something
"
,,
1,2,"to fill the void that's left in your life.
"
,,
1,2,"Lois has knitting, Chris has video games,
"
,,
1,2,"Meg's learning how to drive.
"
,,
1,2,"And me, I like the sauce.
"
,,
1,2,"Whose leg do you have to hump
"
,,
1,2,"to get a dry martini around here?
"
,,
1,2,"Can't live without TV. Must see TV.
"
,,
1,2,"Stewie, I expect you
"
,,
1,2,"to finish off your vegetables.
"
,,
1,2,"Rest assured, you relentless harridan,
"
,,
1,2,"I expect I shall finish them all off!
"
,,
1,2,"And you as well!
"
,,
1,2,"Brian, I'm a little worried about Peter.
"
,,
1,2,"Last night I woke up and he was
"
,,
1,2,"channel surfing through static.
"
,,
1,2,"I'm sure he'll find a way to cope.
"
,,
1,2," Morning, Lois.
"
,,
1,2," And you were worried.
"
,,
1,2," Peter, what the hell is that?
"
,,
1,2," It's my favorite TV family, the Griffins.
"
,,
1,2,"Peter, you're scaring me. I'm beginning
"
,,
1,2,"to think you're losing your grip on reality.
"
,,
1,2,"Boring. I'll go see what else is on.
"
,,
1,2,"Peter! Keep an eye on Stewie.
"
,,
1,2,"Don't move!
"
,,
1,2,"A little help?
"
,,
1,2,"It's Glen Quagmire,
"
,,
1,2,"the wacky next-door neighbor.
"
,,
1,2,"What's he up to this time?
"
,,
1,2,"I'm going to work!
"
,,
1,2,"Him and his crazy get-rich-quick schemes.
"
,,
1,2,"We have to find your father, Chris.
"
,,
1,2,"He's not well.
"
,,
1,2,"I never knew anyone who went crazy
"
,,
1,2,"before except my invisible friend...
"
,,
1,2,"...Col. Schwartz!
"
,,
1,2,"I get all the channels on this thing.
"
,,
1,2,"Lifetime.
"
,,
1,2,"CBS.
"
,,
1,2,"Hey, UPN.
"
,,
1,2,"All right. 90210.
"
,,
1,2," Dad?
"
,,
1,2," Meg, what are you doing at West Beverly?
"
,,
1,2,"They're really reaching for guest stars
"
,,
1,2,"in the 10th season.
"
,,
1,2,"Dad, what are you doing? Get out of here!
"
,,
1,2,"I'm already a total outcast because of you!
"
,,
1,2,"You're just upset because you wrecked
"
,,
1,2,"the cable transmitter.
"
,,
1,2,"I did not! Forget it.
"
,,
1,2,"What good is a car if I have no friends?
"
,,
1,2,"I didn't wreck TV! My dad did!
"
,,
1,2," What?
"
,,
1,2," What'd she say?
"
,,
1,2," Peter Griffin ruined TV?
"
,,
1,2," And blamed his daughter?
"
,,
1,2,"That's the lowest thing I've ever heard.
"
,,
1,2,"Peter, take that thing off and come home.
"
,,
1,2,"Hey, Lois. You're just in time
"
,,
1,2,"for the exciting conclusion.
"
,,
1,2,"Looks like some boob's
"
,,
1,2,"about to get lynched. Let's watch.
"
,,
1,2,"There they are.
"
,,
1,2,"That's the guy who ruined our cable.
"
,,
1,2,"Let's get him!
"
,,
1,2,"Stop! What is wrong with you people?
"
,,
1,2,"Okay, yes. My husband is responsible
"
,,
1,2,"for knocking out TV.
"
,,
1,2,"But we should be thanking him.
"
,,
1,2,"He's broken television's hypnotic spell
"
,,
1,2,"over us.
"
,,
1,2,"Now we can see the world for what it is...
"
,,
1,2,"...a beautiful place full of wonderful things
"
,,
1,2,"just waiting to be experienced.
"
,,
1,2,"Another chick flick.
"
,,
1,2,"She's right. All the hours we've wasted
"
,,
1,2,"on that damn idiot box.
"
,,
1,2," I'm gonna paint my house!
"
,,
1,2," I'll build a ship in a bottle.
"
,,
1,2,"I'm gonna push a hoop with a stick
"
,,
1,2,"down a dirt road.
"
,,
1,2,"I'll take you home, honey.
"
,,
1,2,"I can't believe I let Meg take the blame.
"
,,
1,2,"You were right, Lois. TV is evil.
"
,,
1,2,"I hear that Manson guy watches it
"
,,
1,2,"in jail all day long.
"
,,
1,2,"If I haven't seen it, it's new to me.
"
,,
1,2,"You just went a little overboard.
"
,,
1,2,"You need a little balance in your life.
"
,,
1,2,"There are other things to appreciate
"
,,
1,2,"besides television.
"
,,
1,2," You mean like this lamp?
"
,,
1,2," Yeah. Okay.
"
,,
1,2," The lamp gives us light.
"
,,
1,2," I get it.
"
,,
1,2,"And your family gives you love.
"
,,
1,2,"You should spend some time
"
,,
1,2,"with our kids, Peter. And with me.
"
,,
1,2,"What could me and you do together?
"
,,
1,2,"Lois! You've got a sick mind!
"
,,
1,2,"Peter, I'm talking about making love.
"
,,
1,2,"I thought you wanted us to murder
"
,,
1,2,"the children and harvest their organs...
"
,,
1,2,"...for beer money.
"
,,
1,2,"What a gorgeous day.
"
,,
1,2,"Isn't it a gorgeous day, Mr. Sun?
"
,,
1,2,"It's always a nice day
"
,,
1,2,"with two scoops of raisins, Peter.
"
,,
1,2," Top of the morning, everybody.
"
,,
1,2," Excellent!
"
,,
1,2,"Thus completes the penultimate
"
,,
1,2,"adjustment to my weather control device!
"
,,
1,2,"Victory is... Release me at once!
"
,,
1,2,"Your mother was right. It'd be a crime
"
,,
1,2,"to sit around and wait for the TV.
"
,,
1,2," Great. You can teach me how to drive.
"
,,
1,2," There'll be time to drive when you're dead.
"
,,
1,2,"There's a world out there waiting
"
,,
1,2,"for us to grab it by the short hairs!
"
,,
1,2," Damn!
"
,,
1,2," Let's go.
"
,,
1,2,"I'm so tired. This morning's fly-fishing
"
,,
1,2,"really wore me out.
"
,,
1,2,"Wake up! You promised you'd get
"
,,
1,2,"this hook out of my mouth.
"
,,
1,2,"Thank you.
"
,,
1,2,"Now, kids, your father's just trying
"
,,
1,2,"to spend time with his family.
"
,,
1,2,"Or kill us. I'm not sure which.
"
,,
1,2,"The Chinese sure like to spit,
"
,,
1,2,"don't they?
"
,,
1,2,"Diane, that last report was so good,
"
,,
1,2,"I think you deserve a spanking.
"
,,
1,2,"I don't think your wife
"
,,
1,2,"would appreciate that.
"
,,
1,2,"That frigid old cow lives in Quahog.
"
,,
1,2,"She can't hear a word I'm saying.
"
,,
1,2,"Actually, we're back on the air in Quahog.
"
,,
1,2,"Thank God!
"
,,
1,2,"Their puerile minds are once again
"
,,
1,2,"distracted by that flickering box.
"
,,
1,2,"Time to be bad!
"
,,
1,2,"Come on, everyone.
"
,,
1,2,"We're late for the Bavarian Folk Festival.
"
,,
1,2,"You know those Germans.
"
,,
1,2,"You don't join their party,
"
,,
1,2,"they come get you.
"
,,
1,2,"But Dad, the TV's back on.
"
,,
1,2,"What do you know? Okay, let's go.
"
,,
1,2,"Peter, I'm thrilled that you want to spend
"
,,
1,2,"so much time with the family.
"
,,
1,2,"But we're exhausted.
"
,,
1,2,"Maybe we could just sit
"
,,
1,2,"and watch some TV together?
"
,,
1,2,"We're too busy living life to the fullest.
"
,,
1,2,"Come on, let's go.
"
,,
1,2," I'm sick of life.
"
,,
1,2," Yeah. My dogs are barking.
"
,,
1,2," But I thought we were having fun.
"
,,
1,2," We were.
"
,,
1,2,"But now it might be nice to watch
"
,,
1,2,"other people have fun or get killed.
"
,,
1,2," You know, whatever's on.
"
,,
1,2," Look, Peter. It's your favorite show.
"
,,
1,2,"This is a dangerous mission.
"
,,
1,2,"And it's likely one of us will be killed.
"
,,
1,2,"The landing party will consist of myself,
"
,,
1,2,"Mr. Spock, Dr. McCoy, and Ensign Rickey.
"
,,
1,2,"Crap.
"
,,
1,2,"Sorry, Lois.
"
,,
1,2,"There's only one show I want to see.
"
,,
1,2,"It's called...
"
,,
1,2,"...Make Every Day Count,
"
,,
1,2,"starring Peter Griffin as himself.
"
,,
1,2,"Come on, Peter.
"
,,
1,2,"Don't you miss TV just a little?
"
,,
1,2,"The familiar stories, the broadly drawn
"
,,
1,2,"characters, the convenient plot turns...
"
,,
1,2,"...that bring a character around
"
,,
1,2,"at exactly the right moment?
"
,,
1,2,"Hi. I'm William Shatner.
"
,,
1,2,"My car broke down...
"
,,
1,2,"...on my way to give a speech
"
,,
1,2,"on how TV keeps families together.
"
,,
1,2,"Would you like to hear it?
"
,,
1,2,"No, I don't want to miss
"
,,
1,2,"the all-you-can-eat schnitzel bar.
"
,,
1,2,"Wait a minute! I love schnitzel!
"
,,
1,2,"Come along. I bet you could squeeze
"
,,
1,2,"into Lois' lederhosen.
"
,,
1,2,"I'll change in the car.
"
,,
1,2,"If I had a nickel for every time
"
,,
1,2,"one of my parents walked out...
"
,,
1,2,"...instead of teaching me how to drive,
"
,,
1,2,"I'd be one rich little...
"
,,
1,2,"Let's go, Meg.
"
,,
1,2,"Fare thee well, broccoli!
"
,,
1,2,"I don't know. I can't imagine
"
,,
1,2,"choosing life over television.
"
,,
1,2,"I'm telling you, it's great, Bill.
"
,,
1,2,"The only thing that would make this
"
,,
1,2,"perfect day better is if my family was here.
"
,,
1,2,"My God!
"
,,
1,2,"It was sunny a moment ago,
"
,,
1,2,"but now it's pouring!
"
,,
1,2,"Let's take off our shoes
"
,,
1,2,"and run home barefoot!
"
,,
1,2,"Griffin, you're a madman!
"
,,
1,2,"Barefoot, you say?
"
,,
1,2,"This is not safe.
"
,,
1,2,"I'll teach you how to drive some other time.
"
,,
1,2,"Pull over.
"
,,
1,2,"Mom, I can't even tell where ""over"" is.
"
,,
1,2,"You were right, Peter.
"
,,
1,2,"I've never felt so alive.
"
,,
1,2,"Victory is mine!
"
,,
1,2,"God damn it.
"
,,
1,2,"My God.
"
,,
1,2,"My God. I hit William Shatner.
"
,,
1,2,"Light growing dimmer.
"
,,
1,2,"Can't breathe. Beam me up, God.
"
,,
1,2,"I did not see that coming.
"
,,
1,2,"Daddy, I'm sorry I ran you over
"
,,
1,2,"and killed Mr. Shatner.
"
,,
1,2,"Don't worry. Once I'm of this body cast,
"
,,
1,2,"I'll do enough living for me and Bill.
"
,,
1,2,"Honey, can't we go back
"
,,
1,2,"to the way things used to be?
"
,,
1,2,"There's a big dent in that couch
"
,,
1,2,"that nobody else can fill.
"
,,
1,2,"Haven't you guys learned anything?
"
,,
1,2,"TV took over my life once.
"
,,
1,2,"I'm never gonna let that happen again.
"
,,
1,2,"My God.
"
,,
1,2,"We've lost him.
"
,,
1,2,"If you help me out of here,
"
,,
1,2,"I know a meadow where...
"
,,
1,2,"...the blueberries are begging to be picked.
"
,,
1,2,"Look, buddy. Just go in the pan.
"
,,
1,2,"And don't call me unless you're flatlining.
"
,,
1,2,"Turn that TV off. Nurse?
"
,,
1,2,"What would you do
"
